Date,No,Sample No.,Site,Water Depth,Water Temp.,pH,DO,DOC,BOD5,CODMn,DTN,DTP,EC,SS,UV254,E250/E365,E350/E400,S275-295,S350-400,SR,FI450,FI470,BIX,HIX,C1,C2,C3,D1,D2,D3,D4,Chl-a
9/21/2020,513,10,P3,0.5,22.8,9,12.7,1.893,3.7,4.8,2.734,0.03,230,6.2,0.047,6.392,5.899,-4.488,-6.198,0.724,1.751,2.307,0.877,5.841,477.4444239,395.0758062,518.643,368.19,490.434,257.136,503.501,40.8
9/21/2020,514,11,P3,4,21,8.2,10.3,1.882,3.2,4.7,2.69,0.03,232,5.5,0.047,6.457,6.048,-4.46,-6.362,0.701,1.831,2.398,0.908,4.519,486.2826824,443.8633893,615.108,374.854,504.91,318.218,593.938,37.6
9/21/2020,515,12,P3,8,21,8.1,9.8,2.048,1.2,3.5,2.662,0.029,232,7.4,0.05,5.865,5.399,-4.343,-5.9,0.736,1.777,2.413,0.866,6.411,542.2524777,423.9630569,577.432,417.753,556.118,258.339,562.386,19.1
9/21/2020,516,13,P4,0.5,19.3,8.2,10.8,1.522,1.6,3.8,1.486,0.012,115,7.9,0.041,5.159,4.626,-4.398,-5.316,0.827,1.717,2.282,0.817,6.991,395.6295527,252.0469612,379.9,317.077,358.994,153.2,370.733,21.4
9/21/2020,517,14,P4,4,18,7.6,9.4,1.479,1.6,3.9,1.524,0.014,102,8.1,0.041,5.119,4.337,-4.35,-5.108,0.852,1.728,2.283,0.819,6.797,413.4378088,265.8986486,397.44,331.456,374.2,165.257,387.205,21.1
9/21/2020,518,15,P4,8,17.9,7.4,9.1,1.49,1.1,3.5,1.508,0.012,102,7.6,0.04,5.268,4.475,-4.31,-5.164,0.835,1.701,2.318,0.793,7.144,418.2785878,261.6510895,379.427,334.937,378.331,156.746,370.145,12.5
9/21/2020,519,16,P5,0.5,20.7,8,10.2,1.67,2,4.8,2.583,0.012,295,8.7,0.037,6.059,5.656,-4.343,-5.86,0.741,1.934,2.583,1.06,3.662,459.4389924,576.1702347,605.554,347.763,520.727,476.815,573.663,49.5
9/21/2020,520,17,IP,0,20.4,8,9.6,1.899,1.4,3.8,2.872,0.037,244,4.6,0.049,6.271,5.823,-4.34,-6.434,0.674,1.815,2.416,0.883,6.203,579.7659254,470.6145519,578.759,445.676,597.466,298.264,561.295,10.4
9/14/2020,521,"18-1,2",KS,mix,20.8,8.1,9.6,1.825,1.2,3.3,2.713,0.04,238,3.6,0.05,5.976,5.329,-4.33,-5.727,0.756,1.825,2.441,0.89,6.171,564.1309581,465.8322305,565.993,432.862,583.908,298.829,548.626,10.3
9/23/2020,522,19,CP,,19,7.9,11.6,1.478,1,3.3,1.505,0.01,96,5.2,0.041,5.112,4.254,-4.337,-4.927,0.88,1.771,2.335,0.788,6.721,399.796543,242.3559988,364.747,323.636,349.534,151.118,355.293,11.8
9/24/2020,523,20,GA,,19.8,7.9,10.6,1.751,0.8,3.4,3.378,0.033,337,4.8,0.038,5.825,5.161,-4.131,-5.453,0.757,2.018,2.654,1.106,3.456,474.3099906,615.3558889,639.588,358.384,544.254,515.181,604.48,6.5
9/24/2020,524,21,PD,,19.8,9.2,9.7,1.703,1.3,3.6,2.292,0.012,126,9,0.044,5.924,5.638,-4.427,-6.121,0.723,1.802,2.374,0.858,5.945,469.8519636,363.6795843,475.308,367.175,461.655,239.501,460.694,0.9
