Date,No,Sample No.,Site,Water Depth,Water Temp.,pH,DO,DOC,BOD5,CODMn,DTN,DTP,EC,SS,UV254,E250/E365,E350/E400,S275-295,S350-400,SR,FI450,FI470,BIX,HIX,C1,C2,C3,D1,D2,D3,D4,Chl-a
4/20/2020,408,10,P3,0.5,13.4,8,11.5,1.497,0.9,3.3,2.266,0.01,273,2.6,0.031,6.527,5.356,-5.203,-5.732,0.908,1.766,2.398,0.937,3.947,190.3804645,193.2314986,400.609,147.074,196.731,156.493,388.566,11.9
4/20/2020,409,11,P3,4,13.3,7.9,11.1,1.642,1.1,3.2,2.316,0.012,274,2.6,0.031,7.117,6.016,-5.426,-6.215,0.873,1.771,2.352,0.931,3.977,192.8560855,189.5621216,396.101,148.933,198.545,150.435,384.584,12.3
4/20/2020,410,12,P3,8,12.9,7.7,10.7,1.492,1,3.3,2.372,0.012,275,2.8,0.032,6.669,5.459,-5.417,-5.925,0.914,1.79,2.406,0.949,3.736,192.6597219,194.8894419,411.93,149.419,197.274,159.478,399.411,11
4/20/2020,411,13,P4,0.5,13.1,8,11.3,1.468,1.1,3.6,1.495,0.005,132,2.8,0.028,5.869,4.326,-5.577,-4.972,1.122,1.734,2.33,0.92,3.244,136.0430408,140.8635233,312.635,108.024,131.295,125.835,302.304,9.2
4/20/2020,412,14,P4,4,12.9,8,11.2,1.487,1.3,3.4,1.498,0.006,135,3.1,0.028,6.459,4.893,-5.706,-5.614,1.016,1.748,2.325,0.917,3.489,143.8232858,143.6345771,298.263,113.718,139.343,124.338,288.461,9.8
4/20/2020,413,15,P4,8,12.5,7.8,10.9,1.48,1.2,3.3,1.537,0.006,201,3,0.028,6.161,4.767,-5.588,-5.329,1.049,1.737,2.308,0.917,3.326,146.7657935,147.6442082,312.318,116.444,141.164,129.698,301.898,10.1
4/20/2020,414,16,P5,0.5,14.7,8.3,11.1,2.567,2.5,5.6,2.666,0.016,379,4.4,0.05,6.162,5.392,-4.961,-5.95,0.834,1.928,2.569,1.141,2.693,339.1209903,536.3335658,911.288,267.874,362.465,539.479,868.376,18.4
4/20/2020,415,17,IP,0,12.5,8,10.7,1.647,1.1,3.5,2.65,0.022,308,4.3,0.034,6.864,6.043,-5.223,-6.426,0.813,1.856,2.446,0.961,3.408,227.1005092,238.5159142,525.266,175.877,235.202,199.331,508.796,5.8
4/20/2020,416,"18-1,2",KS,mix,13.3,7.7,10.7,1.568,0.5,2.8,2.41,0.02,275,1.9,0.036,4.938,6.178,-3.914,-7.616,0.514,1.808,2.495,0.918,4.18,220.7655881,213.2835072,425.262,170.385,227.133,166.627,412.72,1.6
4/22/2020,417,19,CP,,11.4,8.4,11.3,1.322,0.8,3.4,1.412,0.005,107,2.6,0.027,6.887,5.791,-5.751,-6.398,0.899,1.729,2.264,0.873,3.705,156.7114391,143.2103599,306.826,123.807,150.389,117.879,297.543,8
4/23/2020,418,20,GA,,11.1,8.5,11.4,2.429,1.8,5.1,3.555,0.015,341,4.8,0.053,6.05,5.498,-4.455,-6.147,0.725,1.966,2.607,1.101,3.057,418.8251754,618.3669662,1109.996,320.711,478.684,571.435,1065.032,17
4/23/2020,419,21,PD,,12.1,8.9,11,1.493,1.3,3.5,2.26,0.01,192,5.8,0.031,6.958,5.544,-5.544,-6.23,0.89,1.784,2.411,0.928,3.885,186.6645707,188.943,383.432,145.947,187.279,158.175,371.158,15.7
5/18/2020,420,1,SB,mix,18,6.9,10,1.493,1.1,3,1.287,0.008,132,2.9,0.012,9.189,4.429,-7.957,-0.813,9.787,1.776,2.31,0.909,5.154,169.5656357,154.8134019,358.167,134.334,162.594,127.204,348.097,7
5/18/2020,421,2,P1,0.5,18,7.2,9.6,1.86,0.7,3.4,2.105,0.03,282,2.4,0.023,8.493,6.6,-5.962,-5.402,1.104,1.806,2.387,0.866,5.575,301.4040099,272.0640077,605.434,229.734,315.83,195.613,590.656,1.8
5/18/2020,422,3,P1,4,17.8,7.1,9.4,1.89,0.7,3.2,2.177,0.03,282,2.7,0.022,11.374,10.283,-6.464,-7.647,0.845,1.818,2.421,0.891,5.358,303.3888805,278.1827447,599.986,232.361,315.222,205.199,584.581,1.8
5/18/2020,423,4,P1,8,16.2,7.1,8.7,2.042,0.7,3.3,2.177,0.03,284,2.8,0.024,7.188,4.79,-5.715,-3.878,1.474,1.837,2.41,0.876,5.723,305.1389307,271.9400926,612.282,232.546,320.369,191.974,597.87,1.5
5/18/2020,424,5,P2,0.5,18.6,7.1,10.9,1.853,1.1,3.4,1.552,0.009,201,1.2,0.017,13.104,11.417,-7.798,-6.999,1.114,1.829,2.373,0.989,3.868,216.4288628,253.5362667,525.807,169.873,219.15,231.75,507.09,4.5
5/18/2020,425,6,P2,4,17.1,6.8,10.1,1.789,1.2,3.4,1.562,0.009,222,1.8,0.017,9.59,6.237,-7.065,-4.398,1.606,1.815,2.373,0.949,3.605,216.234023,245.7641956,529.744,169.232,217.549,223.653,511.295,9
5/18/2020,426,7,P2,10.5,16.3,6.8,9.4,1.738,1.2,3.4,1.626,0.01,216,2.5,0.016,11.85,10.46,-7.476,-6.117,1.222,1.802,2.407,0.929,4.882,228.5214996,224.1651772,475.51,177.873,230.594,182.025,461.547,10.1
5/18/2020,427,8,P2,17,15.6,6.9,7.8,1.731,1,3,1.77,0.01,244,4.1,0.018,9.546,7.337,-6.686,-5.118,1.306,1.799,2.423,0.916,5.286,249.3372049,229.4641931,520.065,193.309,252.606,176.371,506.394,9.8
5/18/2020,428,9,P2,20,13.6,7,4.9,1.717,1.1,3.2,1.768,0.012,237,4.4,0.017,14.879,11.81,-7.136,-7.921,0.901,1.806,2.352,0.906,5.4,243.8945999,224.2216298,489.455,188.407,248.857,170.075,476.555,10.1
5/18/2020,429,10,P3,0.5,18.4,7.4,10.5,1.898,1.5,3.3,2.014,0.019,280,2.7,0.021,9.646,7.128,-6.484,-5.611,1.156,1.829,2.458,0.897,5.495,266.7316344,236.9751973,579.654,207.241,269.248,177.768,565.469,10.1
5/18/2020,430,11,P3,4,18.1,7.3,10.2,1.842,1.4,3.4,2.031,0.02,280,2.6,0.023,7.895,5.419,-5.952,-3.668,1.623,1.816,2.384,0.899,4.924,277.3956508,259.7591502,575.932,213.195,287.394,196.158,560.947,10.3
5/18/2020,431,12,P3,8,16.1,7.3,9.4,1.894,1.4,3.4,2.051,0.02,281,2.7,0.02,10.989,9,-6.288,-6.55,0.96,1.835,2.428,0.905,4.926,271.8410677,249.8113381,596.764,209.55,280.672,186.76,581.998,9.8
5/18/2020,432,13,P4,0.5,18.5,6.9,10,1.516,1.1,2.6,1.307,0.008,132,1.6,0.009,28.345,22.167,-10.088,,,1.715,2.263,0.902,4.088,159.2938155,157.448505,337.743,124.859,157.535,132.16,327.397,4.3
5/18/2020,433,14,P4,4,17,6.9,9.9,1.6,1,3.1,1.305,0.007,131,3.1,0.009,74.75,-25.091,-10.793,,,1.77,2.307,0.917,4.041,160.0020677,162.9155221,355.753,127.167,153.076,145.104,344.035,4.5
5/18/2020,434,15,P4,8,16.9,7,9.4,1.5,1,2.8,1.269,0.007,131,2.1,0.009,24.588,11.038,-9.686,,,1.74,2.284,0.921,4.704,162.6504585,153.8621276,341.612,128.352,158.639,126.578,331.756,5.3
5/18/2020,435,16,P5,0.5,19.8,8.6,14.9,2.858,4.4,7.2,1.77,0.02,364,8.5,0.042,6.384,5.208,-5.088,-5.374,0.947,1.886,2.508,1.097,2.959,443.5385776,683.1521123,1229.416,344.012,492.092,662.178,1176.67,56.9
5/18/2020,436,17,IP,0,16.3,8,9.7,1.886,1.1,3.4,2.236,0.02,273,5.3,0.018,14.165,21.081,-6.757,-10.329,0.654,1.858,2.444,0.906,5.324,274.774561,251.348186,594.158,211.337,283.826,187.755,579.201,3.1
5/18/2020,437,"18-1,2",KS,mix,17.9,7.4,9.3,1.858,1,3.3,2.294,0.032,281,4.5,0.02,10.397,12.486,-6.225,-7.934,0.785,1.834,2.393,0.893,5.096,297.5784409,272.3777382,591.571,229.318,304.936,205.185,575.799,1.4
5/20/2020,438,19,CP,,18.5,8.3,11.9,1.463,1.1,3.5,1.413,0.009,113,2.5,0.01,12.859,7.327,-8.775,-1.496,5.864,1.742,2.23,0.915,4.568,148.6118639,143.5074249,350.616,118.138,142.351,123.776,340.203,7.8
5/21/2020,439,20,GA,,17.6,8.1,9.7,2.524,1.6,4.9,3.4,0.045,252,15.4,0.047,5.322,4.956,-4.04,-5.711,0.707,1.862,2.469,0.95,4.313,527.0463074,597.5550675,1322.881,403.87,577.921,488.944,1282.742,9.5
5/21/2020,440,21,PD,,17.6,8.7,9.4,1.636,0.8,3.7,2.135,0.02,168,4,0.02,6.912,4.629,-6.074,-3.88,1.565,1.813,2.378,0.896,5.13,237.7638337,223.4371761,508.229,183.102,244.508,172.386,494.55,8.9
6/15/2020,441,1,SB,mix,25,7.9,8.9,1.767,0.7,3,1.53,0.011,171,1.4,0.035,6.258,5.091,-5.418,-5.388,1.006,1.757,2.372,0.965,3.057,180.8575961,211.2115125,360.391,140.778,185.75,188.972,346.082,3.9
6/15/2020,442,2,P1,0.5,23.3,7.5,8.8,1.752,0.7,3.2,1.986,0.027,280,2.6,0.038,6.221,4.839,-5.07,-5.447,0.931,1.808,2.394,0.921,3.908,269.3594153,274.3314101,423.847,206.242,283.508,214.742,409.144,6
6/15/2020,443,3,P1,4,22.7,7.5,8.4,1.735,0.6,3.2,1.998,0.027,280,2.5,0.038,6.449,5.538,-5.165,-5.824,0.887,1.831,2.429,0.926,3.867,267.3816096,268.8137088,430.71,203.934,283.622,206.681,416.345,6
6/15/2020,444,4,P1,8,22.3,7.6,8.2,1.717,0.7,3.4,1.998,0.027,280,2.3,0.039,5.723,4.299,-4.882,-4.581,1.066,1.822,2.456,0.924,3.831,271.7099598,277.1576172,430.328,207.948,286.468,216.96,415.34,5.3
6/15/2020,445,5,P2,0.5,25.2,7.9,9.8,2.044,0.7,3.3,1.654,0.011,248,0.8,0.039,6.594,5.349,-5.51,-5.782,0.953,1.813,2.385,0.963,3.363,242.3824235,273.4397245,403.358,185.581,258.258,227.682,387.6,7.2
6/15/2020,446,6,P2,4,23.6,7.3,9,2.02,0.7,3.4,1.678,0.011,223,1.1,0.041,6.855,5.407,-5.501,-5.648,0.974,1.828,2.426,0.978,3.451,253.957344,305.5317229,448.454,196.943,264.628,272.175,428.913,7.7
6/15/2020,447,7,P2,10.5,21.9,7.1,7.2,1.696,0.6,3.2,1.615,0.01,180,3.1,0.037,6.678,5.684,-5.359,-5.904,0.908,1.763,2.357,0.925,3.933,269.6625228,280.8353113,392.93,210.4,271.208,235.559,376.83,7.5
6/15/2020,448,8,P2,17,20.2,7.1,4.9,1.592,0.7,3.2,1.576,0.01,182,3.2,0.036,6.019,4.389,-5.533,-4.655,1.189,1.763,2.403,0.935,3.894,261.4502401,276.9380592,417.709,205.531,259.279,239.397,400.619,6
6/15/2020,449,9,P2,20,17,7.1,1.3,1.694,0.7,3.3,1.599,0.011,205,2.9,0.037,6.721,5.437,-5.463,-5.841,0.935,1.787,2.402,0.932,4.181,268.3793979,268.3735617,387.895,209.715,268.49,219.814,372.933,7.8
6/15/2020,450,10,P3,0.5,26.3,8.4,11.1,1.993,1.3,3.7,1.802,0.015,281,2.1,0.04,5.563,4.204,-5.09,-4.373,1.164,1.851,2.41,0.963,3.681,273.039189,275.5973855,401.536,214.471,270.785,229.65,385.524,6.1
6/15/2020,451,11,P3,4,23.8,7.9,9.6,1.913,1.2,4.7,1.785,0.02,282,7.8,0.04,6.329,4.883,-5.371,-5.172,1.038,1.826,2.533,0.925,3.725,294.1891857,301.0409729,409.879,232.831,286.111,258.091,392.2,6.7
6/15/2020,452,12,P3,8,22.1,7.6,6.8,2.041,1.2,3.7,1.807,0.015,282,2.1,0.038,6.487,4.978,-5.427,-5.287,1.026,1.826,2.471,0.952,3.839,287.1398757,292.6528751,387.071,223.307,291.323,238.463,371.14,11.1
6/15/2020,453,13,P4,0.5,23.3,7.5,8.8,1.909,0.8,3.4,1.613,0.011,280,1.7,0.038,6.97,5.951,-5.486,-5.991,0.916,1.758,2.439,0.962,3.303,257.5254172,302.8559679,382.757,197.417,273.767,259.561,365.142,9.1
6/15/2020,454,14,P4,4,22.7,7.5,8.4,1.851,0.8,3.3,1.622,0.011,280,1.4,0.04,6.659,5.419,-5.692,-5.746,0.991,1.79,2.372,0.944,3.589,264.7711482,302.5157859,388.452,205.685,272.053,263.086,370.668,9.6
6/15/2020,455,15,P4,8,22.3,7.6,8.2,1.758,0.6,3.3,1.528,0.009,280,1.6,0.039,6.481,5.128,-5.564,-5.31,1.048,1.798,2.408,0.939,3.925,265.3684529,284.1486729,355.071,206.426,269.503,239.133,339.41,7.1
6/15/2020,456,16,P5,0.5,26.3,7.9,8.4,3.057,1.6,5.5,1.624,0.02,379,3.7,0.067,5.753,4.827,-4.974,-5.52,0.901,1.88,2.568,1.106,2.814,557.4198476,830.6687813,906.725,422.947,636.383,763.334,854.236,19.3
6/15/2020,457,17,IP,0,21.3,7.9,8.2,1.961,0.9,3.8,2.025,0.019,275,7.9,0.044,6.557,5.297,-5.293,-5.689,0.93,1.829,2.426,0.932,3.942,349.4244689,373.1165175,499.014,270.608,360.541,308.695,478.086,9.3
6/15/2020,458,"18-1,2",KS,mix,22.6,7.8,8.6,1.796,0.5,3,2.052,0.032,288,2.8,0.041,7.489,6.149,-5.568,-6.116,0.91,1.819,2.349,0.924,3.7,310.5149865,344.2964467,449.186,240.483,321.239,291.489,429.517,2.4
6/18/2020,459,19,CP,,24.5,8.4,9.7,1.623,0.7,3.1,1.267,0.007,120,0.7,0.033,7.702,5.845,-6.21,-5.986,1.037,1.724,2.275,0.928,3.626,200.8509972,215.795483,276.475,158.883,195.043,191.203,263.601,2
6/19/2020,460,20,GA,,24.3,8,8.7,2.787,1.6,5.3,2.25,0.033,433,7.6,0.066,5.855,5.038,-4.758,-5.788,0.822,1.98,2.633,1.18,2.972,679.0963901,1055.972022,1095.197,518.908,781.714,980.04,1028.083,24.1
6/19/2020,461,21,PD,,23.5,8.7,7.4,1.93,0.7,3.4,1.716,0.02,177,3,0.039,6.545,5.126,-5.479,-5.481,1,1.819,2.387,0.933,4.216,304.1541839,312.336559,382.511,236.144,309.996,253.439,366.248,2.8
7/20/2020,462,1,SB,mix,22.9,7.4,8.1,1.536,0.6,3.4,1.14,0.008,142,5.6,0.035,6.97,6.442,-5.637,-6.736,0.837,1.774,2.394,0.942,3.709,282.5401487,289.389008,314.716,220.219,287.663,233.982,299.511,6.1
7/20/2020,463,2,P1,0.5,22.7,7.5,7.8,2.294,0.4,4.3,2.398,0.05,233,4.3,0.067,5.576,5.116,-4.477,-6.009,0.745,1.764,2.404,0.873,5.164,650.4831768,549.2210025,616.173,503.52,660.334,373.714,593.961,2.2
7/20/2020,464,3,P1,4,22.6,7.5,7.7,2.381,0.4,4.1,2.386,0.047,233,4.8,0.066,5.845,5.505,-4.54,-6.423,0.707,1.806,2.386,0.857,5.236,647.5125761,541.8846578,612.098,501.103,656.916,365.603,590.491,2
7/20/2020,465,4,P1,8,22.1,7.4,7.6,2.321,0.4,4.1,2.372,0.048,233,5,0.065,5.831,5.727,-4.523,-6.516,0.694,1.767,2.338,0.865,5.496,624.9285074,512.2375776,596.434,484.696,631.518,339.347,576.517,2
7/20/2020,466,5,P2,0.5,24.1,7.9,9.4,2.145,1,3.8,1.556,0.018,175,2.8,0.056,6.113,5.583,-5.062,-6.44,0.786,1.768,2.366,0.903,4.202,478.9893572,462.7673639,488.557,370.445,491.77,353.192,466.467,16.7
7/20/2020,467,6,P2,4,24,7.8,9.1,2.042,1.1,4.3,1.569,0.018,176,3.3,0.058,6.079,5.647,-5.043,-6.301,0.8,1.777,2.348,0.892,4.168,477.568269,450.5222007,514.276,371.284,484.572,342.67,492.331,16.4
7/20/2020,468,7,P2,10.5,20.8,7.3,7.1,2.138,0.9,4.5,1.626,0.018,226,4.4,0.061,5.552,4.91,-4.753,-5.812,0.818,1.804,2.429,0.912,3.549,552.6411139,580.4312073,606.15,426.98,575.865,465.629,575.693,15.3
7/20/2020,469,8,P2,17,18.8,7.3,7.3,2.132,0.7,4.4,1.702,0.019,241,4.6,0.061,5.832,5.24,-4.702,-6.047,0.778,1.803,2.408,0.897,4.274,572.4323454,551.0181683,593.662,440.967,594.967,411.977,567.864,14.7
7/20/2020,470,9,P2,20,18.6,7.3,7,2.193,0.6,4.3,1.941,0.029,244,7.4,0.064,5.496,4.983,-4.546,-5.979,0.76,1.821,2.402,0.897,4.604,642.4541496,596.8634062,628.735,493.96,668.499,430.713,602.353,9.8
7/20/2020,471,10,P3,0.5,23.1,7.4,7.9,2.569,0.8,4.7,2.41,0.053,218,4.9,0.078,5.375,4.978,-4.385,-5.998,0.731,1.778,2.389,0.839,5.389,746.6190376,595.3463334,724.784,581.395,745.131,392.1,701.19,10.2
7/20/2020,472,11,P3,4,22.9,7.4,7.6,2.59,0.7,4.8,2.36,0.054,219,5.3,0.08,5.412,5.014,-4.369,-6.079,0.719,1.77,2.321,0.842,5.498,762.9733365,612.5112863,710.277,591.532,767.787,400.156,686.949,8
7/20/2020,473,12,P3,8,19.8,7.3,7.7,2.568,0.6,4.8,2.367,0.052,230,5.5,0.08,5.515,5.25,-4.364,-6.255,0.698,1.781,2.351,0.841,5.618,774.1594722,610.0136721,728.995,600.883,777.103,391.472,706.198,6.1
7/20/2020,474,13,P4,0.5,23.6,7.5,8.5,1.801,0.5,3.6,1.308,0.012,156,2.9,0.048,5.786,4.893,-5.032,-5.656,0.89,1.762,2.355,0.911,3.84,372.711245,363.1909017,405.669,290.043,377.557,284.868,387.247,8.9
7/20/2020,475,14,P4,4,23.6,7.4,8.4,1.897,0.6,3.6,1.47,0.016,156,2.2,0.05,6.267,5.758,-5.187,-6.595,0.787,1.76,2.332,0.896,4.36,392.7721618,354.8007765,399.588,304.892,397.365,260.507,383.433,8.7
7/20/2020,476,15,P4,8,20.4,7.3,7.3,1.909,0.5,3.6,1.441,0.014,216,2.3,0.056,6.417,5.531,-5.668,-6.08,0.932,1.853,2.505,1.045,3.509,662.8312337,868.9645586,784.486,505.001,744.863,743.131,736.445,8.1
7/20/2020,477,16,P5,0.5,24.3,7.5,7.1,2.457,1.3,5.3,1.983,0.018,310,10.4,0.064,6.012,5.65,-4.837,-6.445,0.75,1.887,2.516,1.042,3.021,675.8215237,920.5760538,878,518.469,753.555,813.823,823.529,27.9
7/20/2020,478,17,IP,0,21.9,7.7,7.8,1.982,0.5,3.9,2.323,0.027,245,6.3,0.053,6.584,5.892,-5.166,-6.361,0.812,1.792,2.397,0.906,4.129,488.8320999,463.2804103,518.375,378.313,501.106,348.606,496.475,4.2
7/20/2020,479,"18-1,2",KS,mix,22.1,7.6,8.2,2.1,0.4,4,2.372,0.038,258,4.8,0.061,5.974,5.157,-4.826,-5.77,0.836,1.785,2.392,0.879,3.866,541.7346975,506.1164937,569.613,419.672,552.83,378.84,545.625,1.9
7/22/2020,480,19,CP,,25.1,7.7,9.3,1.526,0.6,3.5,1.04,0.008,120,1,0.037,5.396,3.681,-6.043,-4.017,1.504,1.746,2.312,0.943,3.126,220.6703015,243.6089831,249.046,172.874,221.329,210.93,235.503,4.9
7/23/2020,481,20,GA,,21.3,7.7,9.1,2.732,2.3,7,3.051,0.06,192,47.8,0.088,4.546,4.022,-3.979,-5.135,0.775,1.818,2.392,0.875,2.773,846.3151102,939.3779911,1204.065,671.403,850.228,820.291,1141.588,20.8
7/23/2020,482,21,PD,,23.4,8.8,7.6,2.14,1.1,4.4,1.82,0.029,152,9,0.06,5.661,4.736,-5.013,-5.598,0.895,1.785,2.389,0.874,4.682,522.757071,464.2621503,522.244,406.547,528.554,334.21,501.879,9.5
8/24/2020,483,1,SB,mix,21.5,7.4,9.1,1.648,0.9,3.1,1.953,0.014,108,12.2,0.045,3.928,3.213,-3.749,-3.928,0.954,1.731,2.293,0.785,4.08,349.6399383,210.755169,514.828,282.817,312.21,127.999,503.818,7.4
8/24/2020,484,2,P1,0.5,20.7,7.7,9.8,2.153,1.1,3.9,2.788,0.046,203,15.5,0.056,4.607,4.2,-3.797,-5.05,0.752,1.765,2.342,0.819,4.01,509.8112856,324.0441958,773.495,410.129,469.251,195.25,756.807,10.3
8/24/2020,485,3,P1,4,20.7,7.7,9.7,2.129,1,4,2.944,0.056,201,17.7,0.057,4.705,4.096,-3.823,-4.854,0.787,1.776,2.35,0.829,4.846,511.8690268,306.7424783,703.561,409.883,474.952,163.585,690.708,10.6
8/24/2020,486,4,P1,8,20.7,7.7,9.6,2.191,0.9,3.9,2.922,0.046,200,22.2,0.052,5.287,5.033,-4.03,-6.007,0.671,1.759,2.297,0.803,4.608,503.3139891,291.6682583,760.314,404.306,463.161,151.801,747.418,10.6
8/24/2020,487,5,P2,0.5,23.1,7.8,8.9,2.276,1.2,3.8,2.956,0.036,211,11.7,0.059,4.667,3.929,-4.076,-4.783,0.852,1.805,2.337,0.85,4.319,506.1835778,358.9899315,739.473,399.139,493.918,217.542,723.127,22.8
8/24/2020,488,6,P2,4,22.8,7.6,8.8,2.205,1.4,3.6,2.976,0.034,198,11.7,0.055,5.241,4.858,-4.122,-5.768,0.715,1.805,2.303,0.851,4.447,504.5153699,357.9564341,719.842,397.173,493.307,215.909,703.916,23.4
8/24/2020,489,7,P2,10.5,21.9,7.5,8.6,2.137,1.3,3.6,2.852,0.034,157,13.9,0.052,4.991,4.462,-4.015,-5.284,0.76,1.773,2.371,0.825,4.664,479.7281634,326.4340587,656.716,379.26,461.377,193.225,642.428,19.4
8/24/2020,490,8,P2,17,21.5,7.4,8.5,2.147,1.1,3.7,2.692,0.032,144,17.4,0.033,5.581,5.536,-4.288,-6.14,0.698,1.754,2.352,0.828,4.468,462.5227912,307.6466277,612.403,368.438,434.482,186.704,598.295,15.6
8/24/2020,491,9,P2,20,21.5,7.4,8.3,2.02,1.2,4,2.692,0.032,144,18.3,0.045,5.019,4.55,-4.09,-5.499,0.744,1.731,2.329,0.827,4.574,443.0712426,287.7848493,627.505,354.857,410.699,175.18,613.5,13.9
8/24/2020,492,10,P3,0.5,21.4,7.8,9.6,2.252,1.2,4.1,3.048,0.046,211,10.6,0.053,5.496,5.348,-4.117,-6.112,0.674,1.759,2.378,0.809,4.842,495.5439398,313.7536135,688.859,394.326,467.758,174.88,675.383,12.6
8/24/2020,493,11,P3,4,21.1,7.7,9.5,2.246,1,3.9,3.046,0.048,206,13.6,0.054,4.932,4.492,-3.958,-5.474,0.723,1.754,2.376,0.827,4.062,508.5992699,328.9421859,759.88,407.616,473.102,197.881,743.182,13
8/24/2020,494,12,P3,8,21,7.7,9.4,2.3,1,4.3,2.996,0.048,205,17.3,0.055,4.796,4.306,-3.915,-5.25,0.746,1.761,2.373,0.83,4.954,515.901164,325.6552222,668.685,410.113,487.896,178.92,655.453,13.3
8/24/2020,495,13,P4,0.5,21.2,7.3,9.9,1.701,1.5,3.7,1.991,0.012,110,9.6,0.039,5.271,4.653,-4.507,-5.42,0.831,1.672,2.197,0.786,3.973,293.2465072,182.3941897,445.945,238.902,256.724,120.509,435.499,12.5
8/24/2020,496,14,P4,4,20.9,7.3,9.3,1.684,1.3,3.5,1.969,0.013,109,11.5,0.042,3.989,3.178,-3.817,-3.838,0.994,1.684,2.27,0.788,4.86,327.6165811,193.6897275,437.528,265.11,291.23,114.515,428.391,11.4
8/24/2020,497,15,P4,8,20.8,7.3,9.2,1.711,0.8,3.2,1.99,0.014,109,12,0.041,4.865,4.224,-4.108,-5.134,0.8,1.731,2.259,0.756,4.578,335.4093789,194.3593138,444.71,272.361,295.109,114.947,435.214,6.4
8/24/2020,498,16,P5,0.5,27.3,9.2,14.2,2.389,5.4,8.3,2.77,0.02,252,12.2,0.052,5.384,4.541,-4.42,-5.377,0.822,1.804,2.484,1,2.849,420.5768548,509.8347538,892.902,330.102,444.116,449.663,857.189,85.8
8/24/2020,499,17,IP,0,22.2,7.6,9.3,2.257,0.8,4.5,3.228,0.054,255,20.1,0.055,5.839,5.623,-4.141,-6.449,0.642,1.807,2.383,0.84,5.062,566.0774753,389.893424,739.087,442.828,560.324,218.334,723.602,11.9
8/24/2020,500,"18-1,2",KS,mix,21.4,7.8,9.5,2.033,0.8,4.3,3.032,0.044,215,20.9,0.05,5.663,5.589,-4.171,-6.444,0.647,1.759,2.365,0.806,5.29,491.6789886,295.3826407,625.225,392.314,458.248,156.092,613.532,11.5
8/26/2020,501,19,CP,,24.3,8,9.8,1.496,1.6,3.3,1.754,0.009,104,8.7,0.043,4.81,4.034,-4.092,-4.862,0.842,1.671,2.264,0.805,4.089,310.517479,203.6764802,452.835,250.35,280.62,133.578,441.963,13.3
8/27/2020,502,20,GA,,25.8,7.8,8,2.173,1.1,4.2,2.852,0.02,327,6.9,0.046,5.459,4.867,-4.146,-5.662,0.732,1.924,2.613,1.038,3.31,469.1332229,529.4108069,821.301,361.983,513.101,424.64,789.551,10
8/27/2020,503,21,PD,,22.4,8.7,8.7,1.75,0.7,3,2.135,0.019,130,9.6,0.047,5.09,4.548,-4.082,-5.338,0.765,1.753,2.351,0.8,4.802,415.8035773,260.4441496,557.616,333.696,381.88,153.39,545.712,7.8
9/21/2020,504,1,SB,mix,18.4,7.8,9.6,1.488,0.6,3,1.522,0.012,102,7.5,0.044,4.084,3.376,-3.878,-4.058,0.956,1.719,2.263,0.786,7.14,398.8501981,230.5890163,388.471,321.547,353.453,130.365,380.363,5.3
9/21/2020,505,2,P1,0.5,21.3,8.4,10.6,1.886,1.8,3.6,2.781,0.036,236,5,0.052,6.022,5.399,-4.369,-5.87,0.744,1.813,2.334,0.892,5.909,559.8792658,464.5931731,598.325,429.888,579.484,300.273,580.489,17.8
9/21/2020,506,3,P1,4,20.5,8,9.6,1.969,1.3,3.7,2.665,0.035,235,4.8,0.051,5.874,5.233,-4.335,-5.85,0.741,1.821,2.353,0.884,6.085,571.9052765,463.4697137,616.657,438.916,592.918,289.395,599.778,16.9
9/21/2020,507,4,P1,8,20.5,7.9,9.5,1.828,1,3.4,2.802,0.037,234,5.7,0.051,5.857,5.337,-4.363,-5.856,0.745,1.807,2.364,0.864,6.303,555.8285743,435.9975628,615.704,428.117,569.975,267.653,599.822,12.5
9/21/2020,508,5,P2,0.5,21,8.7,11.3,1.739,2.3,4.6,2.424,0.016,209,6.6,0.044,6.314,5.783,-4.46,-6.222,0.717,1.794,2.422,0.889,6.104,499.1234561,410.1417792,521.15,382.71,518.305,259.482,506.167,47
9/21/2020,509,6,P2,4,20.6,8,9.8,1.793,2.2,4.6,2.555,0.017,191,6.4,0.048,5.955,5.397,-4.386,-5.846,0.75,1.829,2.383,0.885,5.95,533.8130537,433.6428578,562.258,412.985,542.01,283.36,545.096,44.5
9/21/2020,510,7,P2,10.5,18.4,7.2,8.9,1.688,1.7,4.4,2.075,0.015,105,7.6,0.045,5.836,5.246,-4.367,-5.815,0.751,1.773,2.371,0.842,6.446,481.4592409,350.180583,486.551,377.204,469.833,215.71,473.822,32.5
9/21/2020,511,8,P2,17,18.3,7.3,8.8,1.555,1.3,3.4,1.838,0.015,103,7.9,0.043,5.195,4.48,-4.224,-5.108,0.827,1.758,2.341,0.828,6.54,462.1743064,323.9438615,459.443,364.618,440.779,200.571,447.195,17
9/21/2020,512,9,P2,20,18.3,7.3,8.9,1.631,0.9,3.4,1.733,0.014,103,7.7,0.037,5.674,5.268,-4.347,-5.862,0.742,1.709,2.287,0.804,7.616,443.9556605,278.6112673,402.946,354.237,408.133,160.289,393.68,11.4
