model,water,water_uv,water_get_some_uv,water_fluorence,water_some_fluorence,some_water_c1_c2_c3,water_some_c1_c2_c3_fluorence,water_optics_d1_d2_d3_d4,water_some_d1_d2_d3_d4_fluorence
linear_regression,0.0023198987449484986,0.000861722681815911,0.002414959220661728,0.0022736928638264504,0.0024252043463052517,0.0013321862590626673,0.003190948718560098,0.002096560272630972,0.0034786902605451284
xgboost,0.0006645798058844124,0.0007754848252037852,0.008522884379205621,0.003728421033415958,0.004819843334200124,0.00044505503619539247,0.009133958414188433,0.004937217767777526,0.004676408804419013
