model,water,water_uv,some_water_uv,water_get_some_uv,water_fluorence,water_some_fluorence,water_optics_c1_c2_c3,water_some_c1_c2_c3,some_water_c1_c2_c3,water_some_c1_c2_c3_fluorence,water_optics_d1_d2_d3_d4,water_some_d1_d2_d3_d4_fluorence,some_water_d1_d2_d3_d4
linear_regression,0.03054621183728737,0.02094142892197441,0.038359481498911135,0.027017985682934866,0.035273703517901475,0.04266881593191667,0.03456795948789875,0.03740088513603469,0.030261270067894433,0.02221353772045071,0.03530112413621443,0.03487139969796899,0.03421757805529131
xgboost,0.013937711975071923,0.01576643567183263,0.02803281788786742,0.015133911310576901,0.016118946062312855,0.015185592576489552,0.018329649125670106,0.02026806921663229,0.0177457542556259,0.021303356453416297,0.02352908821047052,0.012628925624658473,0.01668681974958102
