model,water,water_uv,water_uv_diff,some_water_uv,some_water_uv_diff,water_get_some_uv,water_get_some_uv_diff,water_fluorence,water_fluorence_diff,water_some_fluorence,water_some_fluorence_diff,water_optics_c1_c2_c3,water_optics_c1_c2_c3_diff,water_some_c1_c2_c3,water_some_c1_c2_c3_diff,some_water_c1_c2_c3,some_water_c1_c2_c3_diff,water_some_c1_c2_c3_fluorence,water_some_c1_c2_c3_fluorence_diff,water_optics_d1_d2_d3_d4,water_optics_d1_d2_d3_d4_diff,water_some_d1_d2_d3_d4_fluorence,water_some_d1_d2_d3_d4_fluorence_diff,some_water_d1_d2_d3_d4,some_water_d1_d2_d3_d4_diff
linear_regression,0.18515201033532075,0.2687918052220356,145.17%,0.24316098782352086,131.33%,0.27354188241796196,147.74%,0.6189427139781543,334.29%,0.6238953695075573,336.96%,0.6155729638920925,332.47%,0.6144168829475587,331.84%,0.6160159387871754,332.71%,0.62374072726103,336.88%,0.6252483400131563,337.69%,0.6219303680198909,335.9%,0.6151604387941814,332.25%
